Gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,expr(SI),expr(LI),log(exprSI),log(exprLI)
CAMKK2,1.92E-226,0.282302962,0.169,0.105,7.03E-222,0.265832274,0.218589181,-0.575392294,-0.660371338
ATP5PD,0,0.282204963,0.6,0.402,0,1.797913009,1.478484933,0.254768675,0.169816903
AL158071.3,2.45E-45,0.282045781,0.037,0.023,8.96E-41,0.062024751,0.051011962,-1.207434967,-1.292327976
QARS,3.93E-273,0.28196552,0.321,0.225,1.44E-268,0.598959377,0.492627275,-0.222602631,-0.307481547
AC132192.2,9.55E-22,0.28163134,0.025,0.017,3.50E-17,0.038363193,0.031561198,-1.416085254,-1.500846517
AHCY,4.92E-171,0.281078762,0.237,0.171,1.80E-166,0.430910303,0.354629916,-0.365613122,-0.450224631
PSMG4,4.87E-118,0.280997356,0.163,0.117,1.78E-113,0.251606795,0.207079222,-0.599277635,-0.683863476
SCLY,6.03E-176,0.280743159,0.121,0.073,2.21E-171,0.179017679,0.147362758,-0.747104078,-0.831612258
PTER,4.43E-215,0.280426378,0.194,0.127,1.62E-210,0.325079984,0.267655177,-0.488009771,-0.572424352
CEPT1,0,0.280334362,0.221,0.135,0,0.399199573,0.328702332,-0.398809932,-0.483197215
ELOA-AS1,4.93E-75,0.279950264,0.09,0.062,1.80E-70,0.137200157,0.113002056,-0.862645391,-0.946913656
LERFS,8.19E-10,0.27987776,0.013,0.009,3.00E-05,0.015624111,0.012870311,-1.806204693,-1.890410947
OSER1,1.68E-219,0.279735273,0.192,0.125,6.14E-215,0.315154399,0.259607309,-0.501476627,-0.585683084
FAT1,0,0.279678546,0.525,0.367,0,1.49128544,1.228484332,0.173560778,0.089369622
NDUFA3,0,0.279651671,0.554,0.374,0,1.633269899,1.345472579,0.213057958,0.128874851
ZSCAN30,1.45E-63,0.279615602,0.061,0.04,5.30E-59,0.092610353,0.076294727,-1.033340462,-1.117505479
ZNF226,3.39E-99,0.279545696,0.094,0.061,1.24E-94,0.144591364,0.119123002,-0.839857644,-0.924004371
MAIP1,5.37E-153,0.279475333,0.146,0.097,1.96E-148,0.218815787,0.180281616,-0.659921348,-0.744048558
SHISA5,5.89E-176,0.279337701,0.169,0.112,2.15E-171,0.263584885,0.217187174,-0.579079497,-0.663165825
ANO8,8.07E-17,0.279227948,0.013,0.008,2.96E-12,0.019769629,0.016292155,-1.70400149,-1.78802146
NT5E,5.10E-88,0.279034843,0.109,0.076,1.87E-83,0.180295596,0.148590559,-0.744014882,-0.828008784
EID2,5.84E-34,0.27899743,0.042,0.029,2.14E-29,0.055834365,0.046018002,-1.25309842,-1.33707224
OAF,0,0.278988583,0.263,0.169,0,0.458183002,0.3776214,-0.338961027,-0.422943402
RAB3IP,0,0.278924932,0.336,0.209,0,0.660872672,0.544695895,-0.179882207,-0.263845898
BAG6,1.56E-232,0.278914973,0.244,0.168,5.70E-228,0.415310055,0.342304329,-0.381627554,-0.465587608
PITPNM1,4.40E-108,0.278883218,0.107,0.071,1.61E-103,0.185198196,0.152647042,-0.732363249,-0.816311608
SLC39A9,4.04E-295,0.278383702,0.243,0.157,1.48E-290,0.424284608,0.349830057,-0.372342724,-0.456142879
SPEGNB,9.90E-07,0.27803222,0.011,0.008,0.036234459,0.015349878,0.012660641,-1.813895075,-1.897544299
AC019197.1,9.93E-100,0.278016909,0.022,0.008,3.64E-95,0.036130424,0.029798988,-1.442126941,-1.525798478
AL080250.1,2.68E-44,0.277986153,0.026,0.015,9.79E-40,0.039792868,0.032820194,-1.400194754,-1.48385886
AC006480.2,1.64E-10,0.27796022,0.021,0.016,5.98E-06,0.029107172,0.024007689,-1.535999986,-1.619649648
GTF2H1,8.52E-260,0.27746141,0.186,0.115,3.12E-255,0.302500056,0.24957647,-0.519274541,-0.602796362
GPAA1,2.06E-180,0.277114455,0.228,0.163,7.56E-176,0.370452219,0.305713341,-0.431267799,-0.514685609
BX537318.1,1.51E-09,0.276799188,0.013,0.009,5.54E-05,0.017289077,0.014272133,-1.762228201,-1.845511106
POMP,0,0.27667257,0.574,0.387,0,1.644118639,1.357209378,0.215933153,0.132646852
SNX4,0,0.276448322,0.311,0.198,0,0.602546978,0.497476858,-0.220009088,-0.303227118
TMEM205,2.32E-233,0.276360046,0.21,0.138,8.49E-229,0.324774913,0.268158799,-0.488417525,-0.571607948
AL592295.4,1.94E-47,0.276313782,0.04,0.025,7.09E-43,0.057318703,0.047329326,-1.241703648,-1.324869683
MATK,3.60E-08,0.276136702,0.015,0.02,0.001318181,0.122907894,0.101498653,-0.910420221,-0.99353972
VPS13B-DT,1.91E-92,0.276076484,0.065,0.038,6.97E-88,0.09081713,0.07500125,-1.041832226,-1.124931498
OSTC,0,0.276064509,0.444,0.295,0,1.073826593,0.886811132,0.030934155,-0.052168864
MAPK6,0,0.276041201,0.336,0.206,0,0.688160738,0.568321741,-0.162310109,-0.24540573
SOS1,0,0.275632854,0.557,0.373,0,1.720440846,1.421236699,0.235639745,0.152666413
ZNF181,5.29E-54,0.275459839,0.048,0.03,1.94E-49,0.066318189,0.054792615,-1.178367344,-1.261277971
BUD13,2.61E-115,0.275080643,0.089,0.055,9.55E-111,0.128435202,0.106140778,-0.891315928,-0.974117732
IDH3B,2.62E-284,0.27506461,0.261,0.174,9.61E-280,0.440176523,0.363769134,-0.356373125,-0.439174153
C5orf15,7.06E-200,0.274973089,0.159,0.1,2.59E-195,0.250300103,0.206865858,-0.601538972,-0.684311182
TMEM102,8.83E-32,0.274959683,0.047,0.034,3.23E-27,0.070226897,0.058042063,-1.153496518,-1.236257159
TCIRG1,7.32E-245,0.274906821,0.205,0.132,2.68E-240,0.386087982,0.319104545,-0.413313717,-0.496067011
ZMAT5,3.65E-52,0.274822924,0.067,0.047,1.34E-47,0.094714891,0.078288161,-1.023581735,-1.106303906
FAU,0,0.274819669,0.896,0.743,0,10.33271185,8.540541868,1.014214318,0.931485426
ZNF618,5.29E-18,0.274744673,0.042,0.032,1.94E-13,0.079180621,0.065451834,-1.101381097,-1.184078183
MT-CYB,0,0.274720062,0.996,0.988,0,193.082451,159.6040207,2.285742803,2.203043828
EZR,0,0.274634486,0.773,0.572,0,4.635057373,3.831616679,0.666055114,0.583382055
GIMAP2,4.07E-61,0.274475259,0.026,0.013,1.49E-56,0.034889396,0.028846247,-1.457306548,-1.53991068
PLPP2,0,0.274271394,0.37,0.246,0,0.726152562,0.600433583,-0.138972126,-0.221535025
MGAT4A,0,0.274133627,0.449,0.274,0,1.054567706,0.872072768,0.023074468,-0.059447275
CCDC192,1.37E-07,0.273675165,0.016,0.013,0.004999842,0.027626921,0.022854668,-1.558667513,-1.641025075
ZHX1,1.42E-248,0.273617776,0.205,0.132,5.19E-244,0.345450164,0.285772474,-0.461614597,-0.543979605
NAIF1,2.32E-21,0.273578755,0.022,0.015,8.49E-17,0.029777352,0.024635173,-1.52611393,-1.608444392
CCDC59,2.88E-166,0.27357558,0.185,0.128,1.05E-161,0.290284413,0.240144045,-0.537176283,-0.619528179
COX16,0,0.273521205,0.421,0.286,0,0.877456309,0.725919162,-0.056774499,-0.139111739
PFDN1,1.14E-239,0.273338718,0.246,0.169,4.17E-235,0.41852904,0.346293406,-0.378274403,-0.460555777
GAPDH,0,0.273175929,0.938,0.817,0,14.88470973,12.31703771,1.17274037,1.090506271
AL139260.1,4.88E-50,0.272824299,0.055,0.037,1.79E-45,0.088209656,0.073012345,-1.054483873,-1.136603702
HDAC6,6.05E-77,0.272480588,0.089,0.06,2.21E-72,0.140563095,0.116372887,-0.85212869,-0.934148192
GLS,0,0.272423993,0.531,0.288,0,1.554692423,1.287173738,0.191644482,0.109637171
PRELID3B,0,0.272312276,0.351,0.229,0,0.704789514,0.5835611,-0.151940566,-0.233913666
CPT1B,4.05E-23,0.272175764,0.038,0.028,1.48E-18,0.069859761,0.057850188,-1.155772902,-1.237695227
SUCO,0,0.272073712,0.271,0.159,0,0.560858644,0.464464375,-0.251146582,-0.333047591
ZNF384,1.05E-93,0.271799066,0.091,0.059,3.85E-89,0.143032033,0.118472868,-0.84456669,-0.9263811
PCAT7,5.11E-10,0.271634666,0.029,0.023,1.87E-05,0.040914409,0.033894132,-1.388123723,-1.469875488
RMDN1,4.60E-298,0.27146874,0.224,0.141,1.68E-293,0.368204585,0.305049985,-0.433910808,-0.515628993
AC073343.2,9.11E-29,0.271301276,0.024,0.015,3.34E-24,0.033909176,0.02809763,-1.469682763,-1.55133031
CDK5RAP3,5.91E-298,0.271090061,0.277,0.185,2.16E-293,0.547367652,0.453601279,-0.261720871,-0.343325729
SYNM,2.50E-57,0.270787306,0.012,0.004,9.15E-53,0.019230294,0.015940805,-1.716014075,-1.797489754
PRKCD,2.02E-255,0.270623447,0.218,0.141,7.40E-251,0.397719698,0.329695663,-0.400422899,-0.481886766
AC080162.1,1.28E-17,0.270303721,0.014,0.009,4.70E-13,0.019586975,0.016241894,-1.708032636,-1.789363325
PDLIM1,0,0.270236392,0.666,0.459,0,2.424500271,2.010357484,0.384622237,0.303273291
SMS,0,0.270028406,0.335,0.221,0,0.641715454,0.532178146,-0.192657502,-0.273942964
MDP1,3.47E-70,0.270014389,0.093,0.065,1.27E-65,0.133047781,0.110339481,-0.875992363,-0.957269063
EIF5A2,2.24E-18,0.269837869,0.013,0.008,8.21E-14,0.016676705,0.01383333,-1.777889748,-1.859073273
FOXN3,0,0.269224876,0.654,0.498,0,3.340818514,2.772096535,0.523852884,0.44280835
AC068338.2,5.98E-19,0.269202552,0.019,0.012,2.19E-14,0.024496247,0.020327914,-1.610900452,-1.691907196
THOC7,0,0.26874364,0.361,0.244,0,0.692948514,0.575177887,-0.159299032,-0.240197819
AC027279.1,2.72E-19,0.268572168,0.013,0.008,9.94E-15,0.017945942,0.01489913,-1.74603374,-1.826839104
NRP1,7.05E-91,0.26840628,0.055,0.031,2.58E-86,0.090562227,0.075189512,-1.043052907,-1.123842734
PHYKPL,0,0.268310401,0.415,0.279,0,0.905447379,0.751786615,-0.043136784,-0.123905411
PXN-AS1,8.79E-35,0.267846136,0.041,0.028,3.22E-30,0.05516462,0.04581893,-1.258339372,-1.338955061
ZNF697,1.53E-25,0.267654017,0.027,0.018,5.59E-21,0.039463527,0.03278262,-1.4038041,-1.484356345
HDGF,0,0.267468019,0.34,0.226,0,0.650119859,0.540105662,-0.187006567,-0.26752127
FUT8,0,0.267276959,0.438,0.257,0,1.388317353,1.153535409,0.142488752,0.06203093
PAXBP1-AS1,4.87E-15,0.267234753,0.021,0.015,1.78E-10,0.030757157,0.025557937,-1.512053805,-1.592474206
ZNF514,2.43E-33,0.266943878,0.064,0.048,8.88E-29,0.096119597,0.079884392,-1.017188057,-1.097538067
NAPEPLD,1.42E-207,0.266935533,0.271,0.194,5.21E-203,0.535465947,0.445018136,-0.271268143,-0.35162229
RPS18,0,0.266835106,0.959,0.86,0,37.18595863,30.90677082,1.570378982,1.490053632
GNB1,0,0.266831319,0.571,0.377,0,1.558673074,1.29548176,0.192755033,0.112431302
NAA60,1.73E-176,0.266686475,0.184,0.125,6.35E-172,0.292215599,0.242898838,-0.534296604,-0.614574562
EIF4EBP2,0,0.266506198,0.361,0.235,0,0.724558562,0.602349024,-0.139926507,-0.220151789
ITGB6,2.86E-68,0.266286972,0.107,0.078,1.05E-63,0.192211559,0.159817086,-0.716220498,-0.796376793
ZNF302,1.25E-163,0.266276877,0.155,0.102,4.59E-159,0.243593454,0.202540323,-0.613334387,-0.693488501
DENND4C,0,0.265937902,0.535,0.371,0,1.508581786,1.254625454,0.17856886,0.098514094
ZNHIT3,3.04E-122,0.265548431,0.151,0.107,1.11E-117,0.223930068,0.186284998,-0.649887588,-0.729822118
AC053527.2,2.34E-91,0.265541928,0.066,0.04,8.56E-87,0.101007787,0.08402849,-0.995645144,-1.075573441
TEAD3,1.57E-85,0.265523601,0.116,0.083,5.76E-81,0.178820193,0.148761446,-0.74758344,-0.827509609
H6PD,1.96E-128,0.265292243,0.122,0.08,7.16E-124,0.178020733,0.148120132,-0.749529414,-0.829385911
PSMB1,0,0.265102351,0.541,0.371,0,1.44336866,1.201085872,0.159377271,0.079574058
DNAJC5,0,0.264818924,0.291,0.177,0,0.549221759,0.457120539,-0.260252265,-0.339969265
HIBADH,0,0.26478754,0.319,0.206,0,0.619429138,0.51556558,-0.208008369,-0.287716085
NDUFB8,0,0.26469267,0.596,0.397,0,1.729630384,1.439704394,0.237953306,0.15827333
NFKBIA,0,0.264623212,0.501,0.315,0,1.674854788,1.394177622,0.223977159,0.144318107
PSMA7,0,0.264326559,0.567,0.386,0,1.598553069,1.330936489,0.203727059,0.124157332
AC093249.6,2.85E-10,0.264218896,0.015,0.011,1.04E-05,0.01999337,0.01664899,-1.699114005,-1.778612117
GMCL1,0,0.264161933,0.257,0.159,0,0.45424757,0.378245435,-0.342707387,-0.422226305
AC135050.6,1.70E-20,0.264138686,0.029,0.02,6.21E-16,0.040161395,0.033443745,-1.396191207,-1.4756851
ZNF608,3.96E-279,0.264064928,0.239,0.154,1.45E-274,0.481532435,0.400992021,-0.317374455,-0.396864269
SGF29,3.22E-118,0.263951685,0.108,0.07,1.18E-113,0.158309019,0.131841855,-0.800494342,-0.879946694
FP565260.6,1.29E-06,0.263782581,0.013,0.01,0.0473686,0.016926173,0.014099358,-1.771441232,-1.850800668
PYROXD1,3.96E-306,0.263745183,0.214,0.131,1.45E-301,0.358085608,0.298259221,-0.446013133,-0.525406121
BTBD6,6.25E-82,0.263677429,0.124,0.089,2.29E-77,0.182851297,0.152309709,-0.737901954,-0.817272413
CALML4,0,0.263634292,0.557,0.363,0,1.531560351,1.275771234,0.185134115,0.105772806
ATAD2,1.22E-133,0.263574919,0.138,0.092,4.47E-129,0.289340976,0.24102869,-0.538590058,-0.61793126
BCDIN3D,1.93E-45,0.263464952,0.033,0.02,7.05E-41,0.045294927,0.03773604,-1.343950436,-1.423243675
N4BP2L2,0,0.263448709,0.676,0.469,0,2.315518307,1.929046071,0.364648219,0.2853426
CLCN7,5.10E-92,0.263362125,0.082,0.052,1.87E-87,0.131409724,0.109484762,-0.881372497,-0.960646321
RBIS,0,0.262876803,0.373,0.249,0,0.743018186,0.619251003,-0.129000557,-0.208133282
AC131571.1,8.63E-15,0.262431341,0.019,0.013,3.16E-10,0.028275341,0.023574178,-1.548592142,-1.627563433
HERC4,0,0.262392386,0.502,0.358,0,1.607615538,1.340277466,0.206182195,0.127194716
MTERF2,2.69E-64,0.26233592,0.064,0.042,9.85E-60,0.089782119,0.074856209,-1.046810147,-1.125772173
ARSD,2.88E-102,0.262019225,0.184,0.139,1.05E-97,0.284657074,0.237382754,-0.54567802,-0.624550835
ZDHHC6,1.56E-249,0.261957955,0.204,0.131,5.71E-245,0.348007636,0.290224377,-0.458411227,-0.537266113
RUSC1-AS1,3.44E-08,0.261914788,0.01,0.007,0.001258292,0.014390698,0.012003107,-1.841918152,-1.920706338
SYNPO,8.87E-204,0.261900054,0.144,0.087,3.25E-199,0.245656134,0.204876017,-0.609672388,-0.688508878
SRSF5,0,0.261840563,0.622,0.436,0,1.904831579,1.588675296,0.279856582,0.201035142
ALS2CL,1.29E-16,0.261630808,0.079,0.067,4.71E-12,0.150124785,0.125227312,-0.823547603,-0.902300943
C14orf28,4.78E-53,0.261572398,0.04,0.024,1.75E-48,0.056014812,0.04672789,-1.25169712,-1.330423831
CATSPER2,2.46E-120,0.261312648,0.141,0.097,9.01E-116,0.228891271,0.190972055,-0.64037077,-0.719030179
POLR2I,0,0.261294874,0.346,0.237,0,0.670724339,0.55961285,-0.173455934,-0.252112322
PROS1,3.93E-94,0.261196698,0.11,0.075,1.44E-89,0.186358652,0.155498379,-0.72965044,-0.808274134
PIGBOS1,1.61E-62,0.261193284,0.083,0.059,5.88E-58,0.116792227,0.097452697,-0.932586061,-1.011206137
EIF3E,0,0.261023569,0.603,0.42,0,2.166349242,1.807810574,0.335728472,0.257152922
CNN3,0,0.260871881,0.331,0.207,0,0.681053729,0.568397692,-0.166818625,-0.245347694
XPC,0,0.260695276,0.208,0.115,0,0.338142653,0.282244353,-0.470900044,-0.549374738
PCF11-AS1,6.74E-19,0.260650415,0.013,0.008,2.47E-14,0.016676228,0.013921402,-1.777902177,-1.856317017
NOSIP,2.82E-278,0.259747368,0.307,0.215,1.03E-273,0.601498503,0.502393673,-0.220765449,-0.298955839
TIMP2,6.32E-78,0.259716503,0.048,0.027,2.31E-73,0.108618972,0.090725791,-0.964094312,-1.042269238
TSKU,3.53E-66,0.25970718,0.08,0.055,1.29E-61,0.11532219,0.09632529,-0.938087118,-1.016259674
VPS37C,4.88E-62,0.259330908,0.095,0.069,1.78E-57,0.145629318,0.121671277,-0.836751183,-0.914811933
CCDC85C,2.15E-136,0.259156743,0.149,0.102,7.85E-132,0.248807676,0.207899345,-0.604136225,-0.682146878
PLS1,0,0.259120209,0.654,0.466,0,2.595950103,2.16917056,0.414296341,0.336293702
PET100,0,0.258919838,0.422,0.3,0,0.934507048,0.780981639,-0.029417419,-0.107359176
PSMC5,5.29E-301,0.258780131,0.299,0.203,1.94E-296,0.535392868,0.447479905,-0.271327418,-0.349226462
YJEFN3,2.57E-14,0.257936684,0.028,0.021,9.41E-10,0.042937922,0.035909853,-1.367158973,-1.444786375
YIPF5,1.95E-238,0.257394032,0.199,0.129,7.13E-234,0.332725437,0.278358942,-0.477913995,-0.555394823
WSB2,6.06E-146,0.257025673,0.197,0.142,2.22E-141,0.335652964,0.280879815,-0.474109513,-0.55147947
SBNO1-AS1,9.35E-21,0.256803591,0.029,0.021,3.42E-16,0.038312615,0.032066974,-1.416658205,-1.493942026
SPAG7,4.06E-210,0.256779519,0.227,0.157,1.49E-205,0.363033704,0.303844169,-0.440053053,-0.517349094
TP53TG1,9.82E-138,0.256531028,0.213,0.158,3.59E-133,0.366429619,0.306739225,-0.436009429,-0.513230684
CHKB,1.95E-153,0.256241197,0.167,0.113,7.13E-149,0.276084005,0.231157501,-0.558958753,-0.636092009
LRRFIP2,0,0.256149923,0.647,0.451,0,2.164722532,1.812565937,0.335402238,0.258293814
NOCT,7.72E-135,0.256025032,0.07,0.037,2.83E-130,0.111207616,0.093125979,-0.953865471,-1.03092915
ATP5MF,0,0.255758533,0.611,0.426,0,2.136731223,1.789613712,0.329749896,0.252759299
AC097500.1,1.27E-12,0.255563008,0.017,0.012,4.64E-08,0.018880456,0.015817027,-1.723987522,-1.800875138
LCORL,0,0.255109125,0.496,0.33,0,1.397527012,1.171022704,0.145360211,0.068565315
FOXP2,0,0.254911141,0.53,0.373,0,1.977549186,1.657264477,0.296127294,0.219391821
BDNF-AS,1.52E-66,0.254658376,0.086,0.06,5.56E-62,0.138926911,0.116448167,-0.85721362,-0.933867345
TNK1,1.99E-22,0.254569731,0.056,0.044,7.29E-18,0.088412751,0.07411248,-1.053485095,-1.130108653
FXR2,2.18E-73,0.25426932,0.066,0.042,7.97E-69,0.097191967,0.081488514,-1.012369631,-1.088903603
RAD51-AS1,5.49E-122,0.254263498,0.121,0.08,2.01E-117,0.186203917,0.1561178,-0.730011188,-0.806547576
PKP4,0,0.254256139,0.439,0.31,0,1.202106924,1.007871302,0.079943099,0.00340508
TIGD5,6.88E-17,0.254083697,0.031,0.023,2.52E-12,0.040100492,0.033626684,-1.396850304,-1.47331596
LCOR,0,0.25370805,0.56,0.374,0,1.64193586,1.377155475,0.215356188,0.138982973
PIM3,9.85E-268,0.253704731,0.282,0.193,3.60E-263,0.557021818,0.467198026,-0.254127794,-0.330499001
AFG3L2,0,0.253617302,0.414,0.282,0,0.885079987,0.742398468,-0.053017479,-0.129362933
SNF8,2.99E-237,0.253537574,0.279,0.197,1.09E-232,0.475726394,0.399058552,-0.322642753,-0.398963378
NDUFS4,0,0.253332965,0.463,0.316,0,1.013872077,0.850595698,0.005983162,-0.070276818
PARP9,8.93E-209,0.25331139,0.147,0.089,3.27E-204,0.25056502,0.210217815,-0.601079558,-0.677330482
PIR,2.14E-48,0.253232046,0.059,0.041,7.82E-44,0.10330102,0.08667272,-0.985895389,-1.062117573
ARMCX4,1.65E-119,0.253051056,0.144,0.099,6.03E-115,0.250702214,0.210370877,-0.60084183,-0.677014382
TRIM34,6.87E-53,0.252774135,0.05,0.032,2.51E-48,0.064842947,0.054423108,-1.188137254,-1.264216658
TRIM73,9.74E-145,0.252625882,0.09,0.052,3.56E-140,0.13056011,0.109589539,-0.884189493,-0.960230902
HFE,4.18E-18,0.252421043,0.027,0.02,1.53E-13,0.036869018,0.030952699,-1.433338429,-1.509301479
USF2,6.89E-189,0.25240168,0.18,0.119,2.52E-184,0.279328801,0.23449755,-0.553884283,-0.62986169
VPS26B,6.52E-194,0.252362254,0.153,0.096,2.39E-189,0.233115912,0.195707284,-0.632428082,-0.708393011
RBX1,0,0.252168421,0.474,0.318,0,1.103702278,0.926707032,0.042851939,-0.033057542
AC074117.1,2.98E-21,0.251911024,0.025,0.017,1.09E-16,0.03294942,0.027672036,-1.482152219,-1.55795889
FAM50A,2.27E-224,0.251830096,0.232,0.159,8.31E-220,0.407060239,0.341863225,-0.390341316,-0.466147615
THAP3,3.93E-55,0.251817992,0.054,0.035,1.44E-50,0.078253237,0.065721662,-1.106497691,-1.182291462
TGOLN2,0,0.251544326,0.493,0.328,0,1.216482112,1.021842704,0.085105727,0.009384048
RMC1,8.62E-184,0.251420243,0.136,0.084,3.16E-179,0.221472535,0.186053883,-0.654680123,-0.730361263
UBALD1,7.63E-66,0.251210985,0.075,0.051,2.79E-61,0.105277963,0.088455255,-0.977662528,-1.053276364
DNAJC19,2.51E-194,0.250949953,0.245,0.175,9.19E-190,0.400015715,0.336152042,-0.397922946,-0.473464246
NEDD8,0,0.250343221,0.485,0.334,0,1.155059459,0.971055996,0.062604341,-0.012755726
DDX58,3.73E-245,0.249670809,0.162,0.096,1.36E-240,0.310409757,0.261083707,-0.508064636,-0.583220229
CENPA,3.97E-29,0.249567352,0.037,0.026,1.45E-24,0.053643146,0.045123549,-1.270485757,-1.345596747
LCN2,1.01E-124,0.249030288,0.195,0.142,3.69E-120,0.846563434,0.712352502,-0.072340494,-0.147305046
NADSYN1,1.35E-250,0.248613452,0.261,0.179,4.96E-246,0.483312267,0.406808041,-0.315772181,-0.390610471
MRPL52,0,0.248547682,0.415,0.289,0,0.922671512,0.776654309,-0.034952888,-0.109772244
CHMP1A,3.06E-148,0.248268933,0.2,0.144,1.12E-143,0.33793542,0.284511562,-0.471166287,-0.545900079
RPL28,0,0.248240579,0.95,0.875,0,21.46396404,18.07099695,1.331709932,1.256982113
SRP14-AS1,2.65E-57,0.247829334,0.056,0.036,9.69E-53,0.081577965,0.068703619,-1.088427134,-1.163020385
SAMM50,7.77E-186,0.24761753,0.192,0.131,2.84E-181,0.295783494,0.249136074,-0.529026065,-0.603563383
RPS15A,3.35E-196,0.247464586,0.941,0.865,1.23E-191,21.95083497,18.49084771,1.341451045,1.266956822
ZNRD1,1.20E-155,0.247339636,0.171,0.117,4.40E-151,0.271971433,0.229123636,-0.565476711,-0.639930107
GLI4,1.56E-53,0.247314986,0.067,0.047,5.71E-49,0.094864785,0.079921776,-1.022894973,-1.097334876
FNTA,0,0.247108221,0.294,0.187,0,0.500480881,0.421698713,-0.300612508,-0.374997725
AC034139.1,7.85E-07,0.24702148,0.033,0.028,0.028743478,0.050689999,0.04271485,-1.295077721,-1.369421111
ZNF223,1.46E-21,0.247016429,0.03,0.021,5.35E-17,0.045868815,0.038652491,-1.33848248,-1.412822511
RPL9,0,0.246939545,0.908,0.751,0,12.65662376,10.66551252,1.10231787,1.02798173
TMED6,7.33E-41,0.24690294,0.039,0.026,2.68E-36,0.048815235,0.041138491,-1.311444618,-1.385751639
CBWD3,1.54E-88,0.24661025,0.083,0.054,5.64E-84,0.112689587,0.094984905,-0.948116211,-1.022345409
LIG4,4.36E-63,0.246265871,0.049,0.03,1.60E-58,0.082255909,0.069349689,-1.084832895,-1.158955484
NUDT1,2.10E-75,0.246035975,0.1,0.071,7.69E-71,0.157238724,0.132587009,-0.80344049,-0.877499028
ARHGAP32,0,0.24592609,0.568,0.403,0,1.741071732,1.468202796,0.240816664,0.166786047
HARBI1,1.19E-14,0.24581939,0.02,0.014,4.34E-10,0.02713071,0.022882057,-1.56653884,-1.640504944
MAN2C1,2.43E-145,0.245575155,0.156,0.106,8.88E-141,0.261403215,0.220489979,-0.582689076,-0.656611143
AC069243.1,5.16E-14,0.245333803,0.014,0.009,1.89E-09,0.021551351,0.018182903,-1.666525492,-1.740336781
LAP3,1.28E-255,0.245248793,0.232,0.154,4.68E-251,0.405499327,0.342109476,-0.392009862,-0.465834896
RPL8,0,0.245055167,0.942,0.836,0,19.10682427,16.12202537,1.281188509,1.2074196
AC007255.1,1.77E-65,0.245024614,0.089,0.063,6.46E-61,0.140957764,0.118942102,-0.850910997,-0.924664392
ICK,9.43E-133,0.244454825,0.162,0.113,3.45E-128,0.282192424,0.238210173,-0.54945465,-0.623039696
ZNF749,7.50E-44,0.244248396,0.074,0.054,2.74E-39,0.101863947,0.086000951,-0.991979501,-1.065496747
TBC1D30,8.17E-65,0.244161233,0.082,0.057,2.99E-60,0.126815769,0.107073134,-0.896826741,-0.970319486
STAT6,7.00E-268,0.244007368,0.292,0.203,2.56E-263,0.582722835,0.492050921,-0.234537963,-0.307989951
IFT46,3.55E-46,0.243639377,0.04,0.025,1.30E-41,0.053830816,0.045467911,-1.268969038,-1.342294997
EFNA4,3.13E-43,0.243467985,0.085,0.065,1.15E-38,0.114577361,0.096786671,-0.940901185,-1.01418445
UBL5,0,0.243252715,0.659,0.464,0,2.362989519,1.996346006,0.373461795,0.300235815
SAP25,3.07E-19,0.243248277,0.019,0.013,1.12E-14,0.032524013,0.027479383,-1.487795874,-1.56099303
